,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
16544,33.0,male,Bachelor,56224.0,11,RENT,6000.0,EDUCATION,8.74,0.11,8.0,630,Yes,0
16545,23.0,female,Bachelor,60901.0,0,RENT,7200.0,VENTURE,10.1,0.12,4.0,654,Yes,0
16546,23.0,male,Associate,140806.0,0,MORTGAGE,11000.0,EDUCATION,8.39,0.08,3.0,649,Yes,0
16547,31.0,male,Bachelor,109299.0,10,MORTGAGE,18000.0,MEDICAL,9.96,0.16,9.0,708,Yes,0
16548,30.0,female,Associate,156689.0,6,RENT,8414.0,MEDICAL,12.95,0.05,5.0,674,Yes,0
16549,24.0,female,Bachelor,91150.0,5,RENT,12000.0,PERSONAL,12.04,0.13,4.0,658,Yes,0
16551,24.0,female,High School,36679.0,2,MORTGAGE,3000.0,DEBTCONSOLIDATION,6.53,0.08,6.0,658,Yes,0
16552,26.0,male,Associate,48922.0,3,RENT,3600.0,EDUCATION,7.5,0.07,4.0,590,Yes,0
16553,29.0,female,Bachelor,82698.0,11,MORTGAGE,1760.0,EDUCATION,9.87,0.02,9.0,700,No,0
16554,25.0,female,High School,87319.0,2,RENT,8000.0,DEBTCONSOLIDATION,8.35,0.09,4.0,691,Yes,0
16555,24.0,female,Master,31033.0,1,OWN,5000.0,VENTURE,8.2,0.16,3.0,685,No,0
16556,35.0,male,High School,46978.0,8,OWN,10000.0,DEBTCONSOLIDATION,9.25,0.21,7.0,577,Yes,0
16557,36.0,female,Associate,141689.0,16,MORTGAGE,15284.0,PERSONAL,9.95,0.11,11.0,649,No,0
16558,25.0,male,Bachelor,84706.0,0,RENT,10000.0,MEDICAL,8.95,0.12,3.0,574,Yes,0
16559,24.0,female,Master,43297.0,0,MORTGAGE,9600.0,VENTURE,9.99,0.22,3.0,604,Yes,0
16560,37.0,female,Master,29721.0,13,OWN,7617.0,HOMEIMPROVEMENT,11.48,0.26,11.0,699,No,0
16561,22.0,male,High School,79142.0,0,RENT,13000.0,EDUCATION,14.24,0.16,4.0,694,Yes,0
16562,24.0,female,High School,41374.0,2,RENT,4450.0,MEDICAL,11.49,0.11,4.0,565,Yes,0
16563,33.0,female,High School,101967.0,10,RENT,9000.0,EDUCATION,5.92,0.09,10.0,546,No,0
16564,24.0,male,Associate,133084.0,4,RENT,20000.0,VENTURE,10.45,0.15,4.0,625,Yes,0
16565,25.0,male,Associate,73368.0,1,MORTGAGE,4000.0,EDUCATION,6.45,0.05,4.0,691,Yes,0
16566,23.0,female,Master,27118.0,0,OWN,4400.0,PERSONAL,12.53,0.16,3.0,678,Yes,0
16567,28.0,male,Bachelor,41783.0,5,RENT,5500.0,PERSONAL,13.01,0.13,5.0,559,Yes,0
16568,33.0,female,Master,52769.0,10,OWN,15000.0,MEDICAL,6.89,0.28,9.0,552,Yes,0
16569,28.0,male,High School,70490.0,7,RENT,4000.0,EDUCATION,7.16,0.06,9.0,641,No,0
16570,32.0,male,Master,60930.0,12,RENT,6000.0,PERSONAL,9.37,0.1,8.0,683,No,0
16571,24.0,female,Bachelor,96943.0,1,MORTGAGE,10000.0,EDUCATION,10.76,0.1,3.0,697,No,0
16572,24.0,male,High School,103004.0,0,MORTGAGE,9600.0,EDUCATION,10.9,0.09,4.0,622,No,0
16573,29.0,male,High School,72748.0,5,MORTGAGE,5000.0,PERSONAL,11.01,0.07,8.0,589,Yes,0
16574,23.0,female,High School,58395.0,2,RENT,4800.0,VENTURE,5.52,0.08,3.0,632,Yes,0
16575,33.0,female,Associate,61114.0,11,RENT,3200.0,DEBTCONSOLIDATION,9.27,0.05,13.0,586,Yes,0
16576,27.0,male,High School,55002.0,3,RENT,10436.0,VENTURE,12.28,0.19,5.0,664,No,0
16578,26.0,female,Bachelor,74603.0,2,MORTGAGE,2500.0,DEBTCONSOLIDATION,7.19,0.03,6.0,570,No,0
16579,33.0,male,Master,59371.0,10,RENT,10000.0,PERSONAL,14.54,0.17,13.0,654,No,0
16580,47.0,male,Associate,75583.0,24,RENT,14026.0,VENTURE,12.74,0.19,12.0,693,No,0
16581,25.0,female,High School,57091.0,0,MORTGAGE,15000.0,MEDICAL,8.91,0.26,5.0,596,Yes,0
16582,31.0,female,Bachelor,61106.0,8,MORTGAGE,3500.0,PERSONAL,11.01,0.06,6.0,584,Yes,0
16583,25.0,male,High School,122327.0,1,MORTGAGE,20000.0,PERSONAL,9.33,0.16,6.0,667,Yes,0
16584,31.0,female,Bachelor,72836.0,9,MORTGAGE,10000.0,PERSONAL,9.5,0.14,7.0,614,No,0
16585,23.0,female,Associate,109002.0,0,RENT,8000.0,EDUCATION,9.91,0.07,3.0,662,Yes,0
16587,29.0,male,Bachelor,38785.0,3,RENT,4293.0,DEBTCONSOLIDATION,9.96,0.11,6.0,595,Yes,0
16588,27.0,male,Associate,37116.0,4,RENT,5500.0,PERSONAL,11.31,0.15,7.0,623,No,0
16589,28.0,male,High School,102738.0,1,RENT,16000.0,VENTURE,11.94,0.16,7.0,666,No,0
16591,26.0,male,Bachelor,71472.0,1,RENT,8299.0,PERSONAL,9.7,0.12,4.0,665,Yes,0
16592,27.0,female,Bachelor,37088.0,2,RENT,2000.0,VENTURE,11.23,0.05,4.0,617,Yes,0
16593,33.0,male,Doctorate,91488.0,8,RENT,6000.0,MEDICAL,7.51,0.07,9.0,689,Yes,0
16594,27.0,female,Associate,59518.0,4,RENT,12000.0,PERSONAL,13.26,0.2,6.0,723,Yes,0
16595,24.0,male,Master,55205.0,6,MORTGAGE,9166.0,MEDICAL,10.69,0.17,4.0,663,Yes,0
16596,30.0,male,Bachelor,58539.0,6,MORTGAGE,17337.0,HOMEIMPROVEMENT,13.43,0.3,10.0,631,Yes,0
16597,39.0,female,Master,57517.0,19,RENT,6000.0,VENTURE,7.08,0.1,11.0,698,Yes,0
16599,35.0,male,Bachelor,145045.0,12,MORTGAGE,8934.0,MEDICAL,11.82,0.06,7.0,666,Yes,0
16600,37.0,female,Bachelor,46326.0,15,RENT,7000.0,DEBTCONSOLIDATION,11.72,0.15,11.0,615,Yes,0
16601,33.0,male,Associate,47243.0,13,MORTGAGE,10000.0,VENTURE,9.28,0.21,9.0,580,Yes,0
16602,32.0,female,Master,67084.0,11,MORTGAGE,1795.0,MEDICAL,7.89,0.03,7.0,625,No,0
16603,23.0,male,Bachelor,48769.0,4,RENT,4800.0,DEBTCONSOLIDATION,6.25,0.1,3.0,678,Yes,0
16605,29.0,female,High School,85132.0,9,RENT,2000.0,EDUCATION,10.87,0.02,5.0,593,No,0
16606,30.0,male,Bachelor,78103.0,7,RENT,10000.0,HOMEIMPROVEMENT,11.91,0.13,7.0,622,No,0
16607,26.0,female,Bachelor,81448.0,4,MORTGAGE,3184.0,PERSONAL,10.91,0.04,3.0,583,Yes,0
16608,43.0,female,Associate,84882.0,22,OWN,8000.0,VENTURE,10.48,0.09,14.0,683,Yes,0
16609,23.0,male,Master,103741.0,0,MORTGAGE,12000.0,HOMEIMPROVEMENT,10.54,0.12,4.0,627,Yes,0
16611,26.0,male,Associate,24952.0,4,RENT,4000.0,PERSONAL,13.63,0.16,4.0,675,No,0
16612,24.0,male,Bachelor,138856.0,4,MORTGAGE,12000.0,EDUCATION,6.4,0.09,4.0,645,No,0
16613,36.0,male,Associate,83900.0,15,RENT,2000.0,MEDICAL,8.04,0.02,12.0,603,No,0
16615,23.0,male,High School,60900.0,0,RENT,10000.0,EDUCATION,7.56,0.16,4.0,637,Yes,0
16616,31.0,female,Associate,81266.0,8,MORTGAGE,24696.0,VENTURE,12.6,0.3,7.0,648,No,0
16617,25.0,male,High School,66830.0,3,MORTGAGE,15000.0,EDUCATION,7.06,0.22,2.0,625,Yes,0
16618,30.0,female,Bachelor,126895.0,10,MORTGAGE,6000.0,VENTURE,12.84,0.05,10.0,682,Yes,0
16619,24.0,female,Bachelor,46603.0,3,RENT,6000.0,PERSONAL,7.35,0.13,5.0,692,No,0
16620,21.0,male,Associate,49189.0,1,OWN,15000.0,MEDICAL,13.16,0.3,4.0,573,Yes,0
16621,26.0,male,Bachelor,56025.0,5,RENT,13000.0,EDUCATION,13.69,0.23,7.0,687,No,0
16622,28.0,female,High School,57222.0,5,MORTGAGE,13907.0,EDUCATION,11.66,0.24,6.0,664,No,0
16623,30.0,female,High School,66782.0,5,RENT,3600.0,DEBTCONSOLIDATION,9.62,0.05,7.0,600,Yes,0
16624,41.0,male,Bachelor,91038.0,16,RENT,10000.0,VENTURE,13.09,0.11,15.0,687,Yes,0
16625,33.0,female,High School,120580.0,9,RENT,8148.0,EDUCATION,8.45,0.07,7.0,641,No,0
16626,25.0,male,Bachelor,51290.0,3,RENT,4800.0,DEBTCONSOLIDATION,12.98,0.09,4.0,643,Yes,0
16627,24.0,female,High School,44244.0,0,MORTGAGE,7000.0,HOMEIMPROVEMENT,10.82,0.16,2.0,601,Yes,0
16628,25.0,female,Master,31250.0,0,RENT,1200.0,EDUCATION,13.63,0.04,3.0,606,Yes,0
16629,28.0,female,Associate,58069.0,6,RENT,12000.0,MEDICAL,11.33,0.21,7.0,546,Yes,0
16630,31.0,male,Bachelor,39731.0,10,RENT,2334.0,HOMEIMPROVEMENT,6.49,0.06,6.0,675,Yes,0
16631,26.0,male,Bachelor,84644.0,2,MORTGAGE,7000.0,MEDICAL,13.91,0.08,4.0,640,Yes,0
16632,24.0,female,Bachelor,55273.0,0,MORTGAGE,9098.0,HOMEIMPROVEMENT,6.35,0.16,3.0,699,No,0
16633,32.0,male,Associate,43716.0,8,RENT,10035.0,VENTURE,10.24,0.23,6.0,647,Yes,0
16634,26.0,male,Bachelor,241004.0,2,MORTGAGE,15451.0,EDUCATION,12.27,0.06,3.0,693,Yes,0
16635,22.0,female,High School,70698.0,0,RENT,10000.0,EDUCATION,11.08,0.14,4.0,565,Yes,0
16636,28.0,female,Master,63087.0,3,RENT,8000.0,DEBTCONSOLIDATION,7.55,0.13,8.0,656,Yes,0
16637,23.0,male,Bachelor,49066.0,0,MORTGAGE,5000.0,MEDICAL,16.06,0.1,4.0,638,Yes,0
16638,29.0,male,High School,229971.0,5,MORTGAGE,14317.0,EDUCATION,12.04,0.06,6.0,551,Yes,0
16639,28.0,female,High School,104227.0,5,MORTGAGE,16000.0,EDUCATION,14.41,0.15,6.0,664,Yes,0
16640,25.0,male,Bachelor,108981.0,2,MORTGAGE,5000.0,VENTURE,7.23,0.05,4.0,624,No,0
16641,28.0,male,Master,240743.0,6,MORTGAGE,18000.0,VENTURE,15.49,0.07,5.0,714,Yes,0
16643,24.0,female,Bachelor,81416.0,1,MORTGAGE,16000.0,VENTURE,12.69,0.2,3.0,540,Yes,0
16644,34.0,female,High School,51660.0,11,RENT,2000.0,VENTURE,14.74,0.04,11.0,657,No,0
16645,36.0,female,Bachelor,139123.0,11,MORTGAGE,25000.0,VENTURE,13.19,0.18,14.0,653,Yes,0
16646,27.0,male,Bachelor,30731.0,1,OWN,4769.0,PERSONAL,14.0,0.16,7.0,678,No,0
16647,29.0,female,High School,43148.0,6,RENT,7000.0,MEDICAL,12.62,0.16,9.0,631,Yes,0
16648,29.0,male,Master,151356.0,2,MORTGAGE,10000.0,VENTURE,5.79,0.07,10.0,689,Yes,0
16649,27.0,female,Associate,78527.0,5,RENT,4000.0,PERSONAL,6.94,0.05,5.0,671,Yes,0
16650,27.0,male,Master,47545.0,2,RENT,3000.0,DEBTCONSOLIDATION,11.48,0.06,9.0,677,Yes,0
16651,27.0,female,High School,48934.0,7,RENT,9590.0,VENTURE,13.94,0.2,5.0,553,Yes,0
16652,30.0,male,Bachelor,102801.0,5,MORTGAGE,15000.0,MEDICAL,9.69,0.15,9.0,655,No,0
16653,28.0,female,Associate,58622.0,6,RENT,4000.0,PERSONAL,10.38,0.07,9.0,642,No,0
16654,25.0,female,High School,61094.0,2,MORTGAGE,6400.0,VENTURE,8.32,0.1,4.0,610,No,0
16655,31.0,female,Associate,102863.0,7,MORTGAGE,3724.0,PERSONAL,6.59,0.04,6.0,691,No,0
16656,27.0,male,Bachelor,121029.0,5,MORTGAGE,12000.0,HOMEIMPROVEMENT,8.22,0.1,4.0,628,Yes,0
16657,31.0,male,Associate,79283.0,8,RENT,8000.0,PERSONAL,8.37,0.1,5.0,633,No,0
16658,36.0,female,High School,240917.0,13,MORTGAGE,25000.0,HOMEIMPROVEMENT,10.01,0.1,9.0,622,No,0
16659,27.0,female,Bachelor,37299.0,2,RENT,9007.0,MEDICAL,7.32,0.24,5.0,656,No,0
16660,33.0,male,High School,162851.0,10,MORTGAGE,15000.0,EDUCATION,13.61,0.09,9.0,633,Yes,0
16661,32.0,female,Bachelor,123714.0,7,RENT,18000.0,MEDICAL,11.08,0.15,10.0,552,Yes,0
16662,26.0,female,High School,97098.0,1,RENT,9000.0,EDUCATION,10.74,0.09,2.0,634,No,0
16663,24.0,female,Bachelor,41722.0,2,MORTGAGE,2500.0,PERSONAL,7.4,0.06,3.0,667,Yes,0
16664,27.0,male,Bachelor,59378.0,8,RENT,10000.0,EDUCATION,15.65,0.17,9.0,696,Yes,0
16665,29.0,male,Master,84379.0,7,RENT,5000.0,PERSONAL,11.31,0.06,7.0,632,Yes,0
16666,34.0,female,Bachelor,46193.0,11,MORTGAGE,14404.0,PERSONAL,12.28,0.31,6.0,603,No,0
16667,28.0,female,Master,102836.0,4,RENT,10000.0,EDUCATION,14.37,0.1,8.0,690,No,0
16668,26.0,female,Associate,136399.0,3,MORTGAGE,3170.0,EDUCATION,11.01,0.02,3.0,560,Yes,0
16669,35.0,female,Master,42715.0,14,RENT,8000.0,MEDICAL,12.4,0.19,6.0,639,Yes,0
16670,36.0,male,Bachelor,41582.0,11,RENT,10000.0,MEDICAL,6.47,0.24,8.0,683,No,0
16671,25.0,female,High School,47790.0,0,RENT,10000.0,DEBTCONSOLIDATION,10.75,0.21,3.0,576,Yes,0
16672,26.0,male,Associate,87150.0,6,MORTGAGE,10800.0,DEBTCONSOLIDATION,6.96,0.12,6.0,640,Yes,0
16673,24.0,male,High School,41013.0,1,RENT,10000.0,MEDICAL,11.06,0.24,4.0,614,No,0
16674,27.0,female,High School,100665.0,7,RENT,12000.0,DEBTCONSOLIDATION,9.85,0.12,6.0,672,Yes,0
16675,25.0,female,Associate,27287.0,0,RENT,5155.0,EDUCATION,14.26,0.19,6.0,613,No,0
16676,29.0,male,Bachelor,93802.0,7,MORTGAGE,1016.0,EDUCATION,7.46,0.01,9.0,671,Yes,0
16677,24.0,male,Bachelor,67827.0,0,MORTGAGE,8000.0,MEDICAL,9.92,0.12,3.0,685,No,0
16678,30.0,male,Associate,91176.0,4,RENT,12706.0,MEDICAL,14.93,0.14,6.0,598,Yes,0
16679,25.0,female,High School,74703.0,4,MORTGAGE,13000.0,VENTURE,9.96,0.17,4.0,598,Yes,0
16680,28.0,female,Bachelor,91056.0,5,MORTGAGE,4200.0,EDUCATION,8.18,0.05,9.0,707,No,0
16681,25.0,female,Associate,67974.0,4,MORTGAGE,3071.0,PERSONAL,10.07,0.05,5.0,636,No,0
16682,23.0,female,High School,67131.0,0,RENT,13485.0,MEDICAL,9.6,0.2,4.0,633,No,0
16683,23.0,male,High School,73026.0,0,RENT,12000.0,DEBTCONSOLIDATION,12.61,0.16,3.0,672,Yes,0
16684,24.0,female,Bachelor,109135.0,3,MORTGAGE,15000.0,MEDICAL,8.51,0.14,4.0,684,No,0
16685,27.0,female,Bachelor,47081.0,1,RENT,5000.0,MEDICAL,8.81,0.11,8.0,627,Yes,0
16686,29.0,female,Master,144915.0,7,MORTGAGE,20000.0,PERSONAL,13.71,0.14,6.0,654,Yes,0
16687,30.0,female,Bachelor,84970.0,5,MORTGAGE,7000.0,EDUCATION,8.9,0.08,9.0,649,Yes,0
16688,27.0,female,Bachelor,38676.0,6,MORTGAGE,15000.0,EDUCATION,6.8,0.39,5.0,592,Yes,0
16689,27.0,female,Master,26297.0,1,RENT,1865.0,MEDICAL,11.56,0.07,4.0,573,Yes,0
16690,26.0,female,Associate,56103.0,3,RENT,5708.0,PERSONAL,10.71,0.1,5.0,648,Yes,0
16691,31.0,female,Bachelor,91233.0,3,MORTGAGE,3000.0,HOMEIMPROVEMENT,8.42,0.03,6.0,639,No,0
16692,24.0,male,Associate,71128.0,0,RENT,8000.0,PERSONAL,11.61,0.11,4.0,585,No,0
16693,40.0,female,High School,26297.0,17,RENT,5437.0,VENTURE,5.94,0.21,13.0,712,No,0
16694,41.0,male,Associate,118645.0,18,MORTGAGE,5000.0,HOMEIMPROVEMENT,11.47,0.04,17.0,655,No,0
16695,27.0,female,High School,145087.0,3,MORTGAGE,20000.0,EDUCATION,11.75,0.14,5.0,552,Yes,0
16696,32.0,female,Bachelor,50493.0,13,RENT,6542.0,DEBTCONSOLIDATION,7.4,0.13,8.0,682,No,0
16697,25.0,female,Master,57570.0,1,MORTGAGE,12000.0,MEDICAL,10.73,0.21,3.0,623,Yes,0
16698,26.0,male,High School,90831.0,1,MORTGAGE,15369.0,VENTURE,6.52,0.17,4.0,642,Yes,0
16699,36.0,male,Bachelor,96613.0,10,MORTGAGE,10000.0,VENTURE,7.35,0.1,11.0,654,No,0
16700,27.0,male,Associate,119332.0,3,MORTGAGE,10096.0,HOMEIMPROVEMENT,9.24,0.08,5.0,646,No,0
16701,26.0,male,High School,37389.0,3,RENT,5000.0,PERSONAL,11.01,0.13,4.0,685,Yes,0
16702,24.0,female,Associate,61013.0,0,RENT,7500.0,PERSONAL,9.56,0.12,4.0,607,Yes,0
16703,27.0,female,Master,97016.0,5,RENT,8000.0,PERSONAL,13.21,0.08,4.0,653,Yes,0
16704,25.0,male,Associate,26310.0,0,RENT,5000.0,PERSONAL,8.2,0.19,3.0,590,Yes,0
16705,24.0,male,High School,78653.0,1,RENT,5000.0,PERSONAL,10.73,0.06,3.0,637,Yes,0
16706,24.0,male,High School,87419.0,0,RENT,3000.0,PERSONAL,11.98,0.03,3.0,606,Yes,0
16707,24.0,male,High School,75642.0,0,MORTGAGE,10000.0,MEDICAL,10.77,0.13,2.0,641,No,0
16708,36.0,male,High School,97124.0,15,MORTGAGE,17000.0,VENTURE,11.36,0.18,12.0,674,No,0
16709,24.0,male,Master,73014.0,4,MORTGAGE,4000.0,EDUCATION,9.17,0.05,3.0,700,No,0
16710,27.0,female,Master,259120.0,6,MORTGAGE,12581.0,EDUCATION,9.45,0.05,4.0,637,Yes,0
16711,28.0,female,Associate,78947.0,8,MORTGAGE,6018.0,VENTURE,6.31,0.08,10.0,632,Yes,0
16712,33.0,female,Associate,77943.0,11,RENT,3000.0,EDUCATION,9.34,0.04,9.0,603,Yes,0
16713,40.0,male,High School,57325.0,16,RENT,2800.0,MEDICAL,8.75,0.05,10.0,678,No,0
16715,28.0,male,Associate,61172.0,8,RENT,8469.0,VENTURE,12.45,0.14,8.0,656,Yes,0
16717,30.0,female,Master,72565.0,9,RENT,10000.0,PERSONAL,6.22,0.14,7.0,643,No,0
16718,29.0,female,Bachelor,192804.0,8,MORTGAGE,10000.0,HOMEIMPROVEMENT,12.05,0.05,8.0,635,No,0
16719,25.0,female,Master,120927.0,1,MORTGAGE,15000.0,MEDICAL,11.05,0.12,3.0,624,No,0
16720,29.0,male,Bachelor,46756.0,5,OWN,10000.0,EDUCATION,11.19,0.21,8.0,606,Yes,0
16721,23.0,male,Associate,144115.0,0,MORTGAGE,12000.0,EDUCATION,8.42,0.08,4.0,575,Yes,0
16722,25.0,male,Bachelor,53885.0,2,RENT,10000.0,PERSONAL,12.86,0.19,3.0,596,Yes,0
16723,22.0,male,High School,50647.0,0,MORTGAGE,23666.0,VENTURE,10.86,0.47,3.0,583,Yes,0
16724,24.0,female,Associate,67014.0,0,MORTGAGE,15000.0,EDUCATION,9.59,0.22,4.0,605,Yes,0
16725,31.0,female,High School,56109.0,12,RENT,9000.0,PERSONAL,7.34,0.16,6.0,691,No,0
16726,29.0,male,Associate,93574.0,5,MORTGAGE,2275.0,DEBTCONSOLIDATION,10.15,0.02,10.0,603,Yes,0
16727,31.0,male,Bachelor,117143.0,8,MORTGAGE,12000.0,VENTURE,8.48,0.1,7.0,587,Yes,0
16728,33.0,female,Master,114864.0,12,MORTGAGE,7483.0,DEBTCONSOLIDATION,9.36,0.07,12.0,682,No,0
16729,23.0,female,High School,73028.0,1,RENT,9800.0,PERSONAL,12.35,0.13,3.0,616,Yes,0
16731,25.0,female,High School,67112.0,3,MORTGAGE,10000.0,EDUCATION,8.94,0.15,3.0,618,Yes,0
16732,25.0,female,Associate,168848.0,2,RENT,20000.0,EDUCATION,6.54,0.12,4.0,665,No,0
16733,27.0,male,Associate,108854.0,2,MORTGAGE,4000.0,DEBTCONSOLIDATION,9.56,0.04,7.0,560,Yes,0
16734,32.0,male,Bachelor,68933.0,5,OWN,12002.0,PERSONAL,14.91,0.17,6.0,601,Yes,0
16735,23.0,female,Master,59987.0,0,RENT,14000.0,PERSONAL,10.01,0.23,3.0,661,Yes,0
16736,36.0,female,Master,48577.0,15,RENT,10000.0,DEBTCONSOLIDATION,7.92,0.21,9.0,613,Yes,0
16737,30.0,male,Master,68826.0,11,MORTGAGE,12000.0,VENTURE,8.56,0.17,9.0,576,No,0
16738,31.0,male,Bachelor,37635.0,6,RENT,2265.0,DEBTCONSOLIDATION,11.0,0.06,7.0,632,Yes,0
16739,29.0,male,Master,173650.0,7,MORTGAGE,20477.0,DEBTCONSOLIDATION,12.69,0.12,8.0,646,Yes,0
16740,25.0,female,Bachelor,44494.0,2,RENT,1200.0,MEDICAL,9.87,0.03,4.0,545,Yes,0
16741,35.0,female,Associate,240656.0,13,MORTGAGE,14110.0,PERSONAL,8.49,0.06,13.0,635,No,0
16742,24.0,male,Master,144985.0,4,MORTGAGE,6000.0,EDUCATION,9.94,0.04,3.0,638,Yes,0
16743,24.0,female,High School,65988.0,1,MORTGAGE,3000.0,VENTURE,9.73,0.05,3.0,630,Yes,0
16744,26.0,male,Bachelor,43555.0,1,RENT,9762.0,VENTURE,7.68,0.22,7.0,679,Yes,0
16745,35.0,male,Associate,122842.0,11,MORTGAGE,4387.0,EDUCATION,8.99,0.04,7.0,580,Yes,0
16746,24.0,female,High School,120766.0,3,MORTGAGE,10197.0,EDUCATION,12.99,0.08,4.0,695,Yes,0
16747,23.0,male,Bachelor,62991.0,0,MORTGAGE,4115.0,EDUCATION,10.3,0.07,3.0,687,Yes,0
16748,29.0,male,Bachelor,67342.0,5,OWN,1200.0,PERSONAL,9.99,0.02,9.0,674,Yes,0
16749,31.0,female,High School,79587.0,8,RENT,8000.0,PERSONAL,7.4,0.1,6.0,581,Yes,0
16750,26.0,male,High School,61021.0,2,MORTGAGE,5000.0,EDUCATION,9.05,0.08,3.0,626,Yes,0
16751,25.0,female,Associate,93257.0,3,MORTGAGE,21925.0,EDUCATION,10.12,0.24,5.0,625,Yes,0
16752,31.0,female,Master,76236.0,6,RENT,3194.0,HOMEIMPROVEMENT,11.1,0.04,8.0,663,No,0
16753,35.0,male,Bachelor,92843.0,15,RENT,20000.0,DEBTCONSOLIDATION,12.96,0.22,11.0,663,No,0
16754,28.0,male,Bachelor,135373.0,6,MORTGAGE,15000.0,EDUCATION,12.54,0.11,8.0,664,No,0
16755,23.0,male,High School,72981.0,2,RENT,7000.0,EDUCATION,6.75,0.1,3.0,611,Yes,0
16756,28.0,male,Bachelor,271073.0,6,MORTGAGE,17962.0,PERSONAL,11.73,0.07,7.0,635,No,0
16757,24.0,female,Master,66874.0,0,MORTGAGE,4000.0,MEDICAL,11.03,0.06,3.0,685,Yes,0
16758,27.0,male,Associate,118627.0,5,MORTGAGE,3966.0,DEBTCONSOLIDATION,9.21,0.03,3.0,627,No,0
16759,27.0,male,Associate,145127.0,5,MORTGAGE,9559.0,MEDICAL,6.92,0.07,5.0,565,Yes,0
16760,27.0,female,Bachelor,60684.0,5,MORTGAGE,8000.0,VENTURE,6.75,0.13,5.0,701,No,0
16761,24.0,male,Bachelor,144841.0,2,MORTGAGE,20000.0,HOMEIMPROVEMENT,11.7,0.14,4.0,604,Yes,0
16762,26.0,female,Associate,84848.0,3,MORTGAGE,14000.0,VENTURE,5.58,0.17,3.0,628,No,0
16763,25.0,female,High School,57827.0,0,RENT,6000.0,PERSONAL,11.6,0.1,4.0,589,Yes,0
16764,26.0,male,Associate,150504.0,2,MORTGAGE,10000.0,VENTURE,10.75,0.07,5.0,595,Yes,0
16765,27.0,female,Master,41922.0,5,RENT,9000.0,PERSONAL,12.1,0.21,7.0,684,No,0
16766,29.0,male,Master,63503.0,4,RENT,10000.0,PERSONAL,7.28,0.16,8.0,642,No,0
16767,26.0,male,High School,29559.0,4,RENT,5000.0,DEBTCONSOLIDATION,12.59,0.17,4.0,667,Yes,0
16768,23.0,female,Associate,87590.0,2,RENT,7083.0,MEDICAL,6.89,0.08,3.0,682,Yes,0
16769,25.0,female,Associate,124446.0,0,MORTGAGE,35000.0,VENTURE,9.29,0.28,7.0,625,Yes,0
16770,23.0,male,Associate,58839.0,2,MORTGAGE,3500.0,MEDICAL,11.4,0.06,4.0,556,Yes,0
16771,23.0,female,High School,144873.0,0,MORTGAGE,5000.0,VENTURE,14.59,0.03,3.0,665,No,0
16772,33.0,female,Master,124412.0,12,MORTGAGE,3424.0,DEBTCONSOLIDATION,5.89,0.03,8.0,573,Yes,0
16773,26.0,female,High School,43384.0,3,RENT,10503.0,MEDICAL,7.49,0.24,4.0,547,No,0
16774,34.0,male,High School,101559.0,14,MORTGAGE,9000.0,MEDICAL,5.79,0.09,10.0,653,Yes,0
16776,29.0,male,Associate,187083.0,7,MORTGAGE,24253.0,PERSONAL,10.93,0.13,6.0,552,Yes,0
16777,28.0,female,Associate,61034.0,7,RENT,15000.0,PERSONAL,9.57,0.25,6.0,653,Yes,0
16778,36.0,female,High School,43511.0,12,RENT,2019.0,EDUCATION,10.22,0.05,12.0,637,No,0
16779,29.0,male,High School,47289.0,5,RENT,9191.0,VENTURE,14.23,0.19,3.0,630,Yes,0
16780,26.0,female,Bachelor,34548.0,4,RENT,4767.0,MEDICAL,11.31,0.14,5.0,700,Yes,0
16781,45.0,male,Master,103126.0,19,MORTGAGE,5000.0,HOMEIMPROVEMENT,8.58,0.05,14.0,560,Yes,0
16782,24.0,male,Master,59561.0,0,MORTGAGE,2345.0,MEDICAL,8.26,0.04,3.0,660,Yes,0
16783,26.0,male,Associate,99670.0,3,RENT,18000.0,HOMEIMPROVEMENT,10.29,0.18,7.0,593,No,0
16784,24.0,female,High School,91309.0,3,MORTGAGE,7000.0,MEDICAL,7.55,0.08,3.0,561,Yes,0
16785,33.0,male,Bachelor,42918.0,11,MORTGAGE,5511.0,VENTURE,11.45,0.13,9.0,625,Yes,0
16786,40.0,male,Bachelor,87510.0,19,MORTGAGE,14525.0,DEBTCONSOLIDATION,8.08,0.17,13.0,687,Yes,0
16787,26.0,male,High School,76796.0,4,MORTGAGE,4000.0,EDUCATION,10.59,0.05,8.0,692,No,0
16788,23.0,female,Master,108635.0,3,MORTGAGE,20000.0,PERSONAL,11.29,0.18,3.0,638,No,0
16789,31.0,male,Doctorate,90677.0,11,MORTGAGE,2500.0,VENTURE,12.96,0.03,6.0,673,No,0
16790,24.0,female,Bachelor,241041.0,5,MORTGAGE,12000.0,VENTURE,13.4,0.05,2.0,680,No,0
16791,25.0,male,Master,137020.0,0,OWN,2612.0,VENTURE,11.43,0.02,5.0,623,Yes,0
16792,23.0,male,Associate,142058.0,4,MORTGAGE,15000.0,PERSONAL,6.03,0.11,4.0,610,Yes,0
16793,28.0,female,Bachelor,90882.0,5,RENT,6000.0,VENTURE,14.34,0.07,9.0,663,Yes,0
